NAME,AMOUNT_REQUESTED__C,PROPOSAL_NAME_LONG_VERSION__C,APPLYING_INSTITUTION_NAME__C,AWARD_AMOUNT__C,DATE_CREATED__C,DATE_SUBMITTED__C,GRANT_PERIOD_END__C,GRANT_PERIOD_START__C,PROJECT_DESCRIPTION_PROPOSAL_ABSTRACT__C,ZENN_ID__C,STATUS__C,EXTERNAL_PROPOSAL_ID__C,APPLYING_INSTITUTION__C,PROGRAM_COHORT__C,RECORDTYPEID,PROPOSAL_FUNDER__C
A low cost CD4 counter for AIDS in Africa,50000,A low cost CD4 counter for AIDS in Africa,Purdue University-Main Campus, ,2007-10-14,2007-10-19, , ,"This program links university technology development with a charity network called Cytometry for Life, whose goals are to bring low cost diagnostics to AIDS patients in Africa where these tests are not available because of high cost and high technology demands.  We have developed a very low cost device that can provide CD4 T cell counts that are absolutely necessary before AIDS patients can receive life-saving therapy. A huge percentage (>50%) of AIDS patients in African nations live in remote areas where these diagnostics are not available. Our counter is a small battery operated device, fully manually controlled but accurate and inexpensive. The university and the Cytometry for Life charity, and a number of scientists have teamed up to ensure development of low cost tests for those who cannot obtain them. We must develop quality systems approach with the clients to:      &#61558; Build the relationships between clients in African nations and design team   &#61558; Identify specific needs and hurdles for each region   &#61558; Create a knowledge network that links education and training needs for delivery of our new low cost diagnostic tools      The problem today is technology is so complex that it fails to achieve results outside of major hospitals in large cities in Africa. However, rural populations are essentially excluded from this essential test because it can only be performed in major hospitals today. Our small counter will change this paradigm giving life changing opportunities to those whose needs are greatest and resources are least.   ",1004993,Not Accepted,3993,0017000001MBMb3AAH,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Microenterpise Development with Maasai Tribe-Kenya AFRICA,50000,Microenterpise Development with Maasai Tribe-Kenya AFRICA,University of Idaho, ,2007-10-15,2007-10-22, , ,"The University of Idaho has been working on a water filtration system for the Maasai people in Kenya, Africa since 2005 via funding from the University of Idaho and private support.  Last March, 2007, a team of five students and two professors visited Ngong Hills, Kenya and established a strong working relationship with a local NGO, with tribal elders, and with professors at the University of Nairobi.  The engineering team successfully designed a water filter prototype using all local materials, including moringa seeds.  In the course of working on the water project, the Idaho professors recognized other student learning opportunities that would enable the Maasai to create some sustainable micro-enterprises for this region.  One example is the growing, harvesting, packaging, and distribution of moringa seeds needed in the filter system.  The three main goals for this continuation project are to:  (1)  develop the necessary communication materials on the assembly of the water filter and work with our local contacts to translate and disseminate these materials to Maasai communities (2) work with the Maasai and the NGO to develop micro-enterprises that can help sustain the water project and enable the Maasai to have purchasing income for the filter components and (3) establish on-going student projects between the University of Nairobi and the University of Idaho.",1004994,Not Accepted,4994-07,0017000001LSVqtAAH,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Partnership for Sustaining African Open Source Software Engineering Capacity,50000,Partnership for Sustaining African Open Source Software Engineering Capacity,San Jose State University, ,2007-10-15,2007-10-19, , ,"We propose a partnership between the AvoIR university network in Africa and San Jose State (SJSU), a university in California s Silicon Valley, to sustain and grow an open source software engineering practice in the African Continent.  This project with have three key objectives:        Expand access to software engineering training for underserved African students in the lowest socio-economic sectors     Foster partnerships among African and Silicon Valley students by involving them in joint software development projects supporting innovative solutions that address social needs     Generate higher visibility for the AvoIR network in Silicon Valley by engaging them in social innovation projects involving local industry and community partners      This partnership, initiated with a pilot project in 2007, will merge two well-evolved, multi-sector African and Silicon Valley networks.  AvoIR is a collaborative effort among several African higher education institutions to support capacity building in Free and Open Source software engineering.  The Social Innovation Initiative at SJSU is a network of university, industry and community partners committed to the development of economically viable solutions that address social needs. The sustainable vision grant will allow us to expand the partnership to include software projects that address social needs and to involve a greater number of African and SJSU students in the effort.   Ultimately, our goal is to leverage our global networks to attract investors to our efforts, successfully commercialize software solutions generated by the partnership, and establish sustainable organizations that promote viable, innovative solutions to social needs.   ",1004995,Invited Resubmit,4995-07,0017000001LSVznAAH,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Shelter Production in Mozambique and Other Third World Countries,50000,Shelter Production in Mozambique and Other Third World Countries,The University of Texas at Arlington, ,2007-10-15,2007-10-18, , ,"Millions of people in developing countries continue to live in abject poverty without adequate shelter.  The proposed work plan aims to improve the living conditions of residents in Mozambique by providing shelters manufactured in a sustainable factory within that country.  The shelters are lightweight, compact, durable, and inexpensive.  To support the ongoing work effort of IADDIC Shelters, LLC, the following areas will be addressed.        The main component material of the shelter, a chemically impregnated foam, is a novel material offering many benefits, however, it has undergone only limited testing for strength of material properties.  The first step in this initiative is to perform a characterization and validation study on the material properties of the impregnated foam.          Mozambique is decades away from having the basic infrastructure necessary to provide its inhabitants with adequate shelter.  Before IADDIC shelters can become a semi-permanent solution for Mozambique, a factory must be created around assembly processes that can be performed using only human labor.  Designing the  human automation  factory is the second objective of the proposed work plan, and will focus on tailoring the fabrication steps for manual labor.        The availability of electrical power in the provinces of Mozambique is either limited or non-existent.  As the third objective, a feasibility study will be performed for using thin film solar panels on the roof or outside surface of the shelter unit to provide electricity for each home.   ",1004997,Not Accepted,4997-07,0017000001LSVoqAAH,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
"Sustainable grassroots production, entrepreneurship, and commercialization of herbal and plant-derived products",46026,"Sustainable grassroots production, entrepreneurship, and commercialization of herbal and plant-derived products",Colorado State University, ,2007-10-15,2007-10-22, , ,"Deprived of access to resources and economic means of livelihood, India s rural communities forced to solve problems through traditional knowledge, experience, experimentation and adaptation for their sustainable livelihood. However, lack of documentation, global competition and appropriation of resources and knowledge by global forces leads to gradual erosion of traditional genetic resources. India is behind the rest of the world in formalizing the inventions and technologies of its citizens through patents, both quantitatively and qualitatively. In addition, when low values are attached to traditional practices, it causes a lack of incentive to cultivate and conserve them. Very limited efforts have been directed towards (i) testing the concepts and products of traditional medicine from a scientific standpoint, (ii) characterizing products at the molecular level; (iii) developing new products (or product formulations) which are far simpler, more benign and effective than that used in the traditional form.       Our efforts from this program will bring sustainable herbal production practices, entrepreneurship towards developing unique products and equitable benefit shared with grassroots innovators. Through ongoing workshops and technology transfer results obtained from this activity will be disseminated to all stakeholders (producer, entrepreneurs and global industries) for investment and commercialization decisions. Missing link will be connected between the herbal production, product development and commercialization through workshops, business plan course and technology transfer by CSU for creating start ups.      Objectives:    Screening and refinement of selected products in consultation with scientist at CSU    Developing entrepreneurship and commercialization linkages     Developing linkage among students, faculty, and entrepreneurs at CSU and SRISTI               ",1004999,Invited Resubmit,4999-07,0017000001LSVvwAAH,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Improving Returns for Small Farmers in Rural Argentina through a Sustainable Community Innovation Model,50000,Improving Returns for Small Farmers in Rural Argentina through a Sustainable Community Innovation Model,Georgia Institute of Technology-Main Campus, ,2007-10-15,2007-10-19, , ,"The small farmers in developing areas are getting squeezed economically by increased bureaucracy and regulations from larger countries. The tracking and control requirements from the USA and the EU are making these large markets inaccessible to the small farmer. The Institute for Leadership and Entrepreneurship (ILE) of the Georgia Institute of Technology has partnered with two Argentine NGO s (Instituto de Emprendimientos Científicos y Tecnológicos (IECyT); The Instituto de Desarrolo Productivo (IDEP)); and a small Argentine software company, Global-ID to provide solutions to these farmers.       The grant will fund efforts at Georgia Tech to provide technology assistance (in the areas of software design and RFID implementation); process and production consulting through operation research classes and implementation assistance and support from a new Social Entrepreneurship undergraduate class. The capstone for the project will be a trip for select students in multi disciplines to Tucumán to assist in implementation of the software, RFID tracking devices and train in the Community Innovation Model.       In Argentina, the grant will fund translators, local advisors, community education, software integration and implementation of the Community Innovation Model.      Top objectives of the grant are as follows:       Increase the revenue to small farmers by giving them the ability to sell their products on the international market    Implement community infrastructure (Community Innovation Model) to insure sustainability    Expose students at Georgia Tech and Universidad Nacional de Tucumán to social and culture issues in developing sustainable businesses and models for technology innovation and social entrepreneurship.   ",1005002,Not Accepted,5002-07,0017000001LSW2vAAH,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
A Cost-Effective Technology Against Acute Respiratory Illness and Energy Poverty: Evaluating the Tanzanian KUUTE Stove,49790,A Cost-Effective Technology Against Acute Respiratory Illness and Energy Poverty: Evaluating the Tanzanian KUUTE Stove,University of California-Berkeley, ,2007-10-15,2007-10-19, , ,"Indoor air pollution from cooking is a leading risk factor for acute respiratory infections, and a major cause of burden of disease in the developing world.  Low-income households that use woodfuels can spend up to 10% of their income on energy, primarily for cooking.  The charcoal burning KUUTE stove, developed by the Tanzania Commission for Science and Technology, has the potential of both greatly reducing recurrent fuel costs and exposure to harmful emissions.  However, in order to both verify these claims and to increase dissemination of the stove via reporting of health impacts and fuel savings, the KUUTE stove must be rigorously tested for emissions and fuel use.  Personal Data-logging Real-time Aerosol Monitors can record particulate matter concentrations over time, a capability that is critical as emissions and exposure varies greatly with cooking behavior.  This grant will fund an evaluation of the KUUTE stove, both in the lab and in households in Tanzania, using these monitors.  This evaluation will lead to improvements in design, and will increase capacity in Tanzania for further indigenous technical research.  In conjunction with another grant, this technical evaluation of effectiveness will aid a dissemination program, as the Government of Tanzania and the University of California, Berkeley work to scale up the KUUTE program.",1005003,Not Accepted,5003-07,0017000001LSVsvAAH,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Addressing Global Problems by Fostering the Creation and Commercialization of Innovative Products,50000,Addressing Global Problems by Fostering the Creation and Commercialization of Innovative Products,Georgia Institute of Technology-Main Campus, ,2007-10-15,2007-10-19, , ,"The Idea to Product® (I2P) Competition for Social Entrepreneurship is a product feasibility competition organized by Purdue s Social Entrepreneurship Initiative (SEI) and hosted by universities around the country. The SEI fosters the creation of products that address needs in communities in the U.S and in developing countries. Our goal is to provide the globally-focused team with the most promising prototype with the resources and mentoring needed to fully develop and commercialize their product.      We will unite Georgia Tech s TI:GER and ILE programs with the SEI to build a path from innovation to sustainable product creation that meets global needs by:        Supporting the creation of a track within the I2P Competition that is focused on products created by student teams to meet the needs of the disadvantaged and poor in third-world countries. This will include extensive efforts to identify programs around the country that can be invited to participate and the creation of a network of faculty, staff, students and entrepreneurs in this area.        Providing the team with the top product in this competition with access to a mentoring network developed by the TI:GER and ILE programs.        Providing the team with access to funds to: further develop their prototype; international travel for interaction with their customers; and/or travel within the U.S. for mentoring activities.       Our vision is to create a model of multidisciplinary social entrepreneurship that provides a forum and process that fosters the creation and commercialization of products that use technologies that are appropriate for developing countries.   ",1005005,Not Accepted,5005-07,0017000001LSW2vAAH,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Pico-Hydropower Franchising: A Test Bed in Rural Honduras - Village Energy,50000,Pico-Hydropower Franchising: A Test Bed in Rural Honduras - Village Energy,Baylor University,50000,2007-10-15,2007-10-18,2009-06-01,2008-02-01,"An NCIIA Sustainable Development Grant is sought to facilitate research on methods of generating electric power suitable for the rural villages of developing countries by using small scale hydropower (pico-hydro, or hydropower less than 5000 Watts) and for sus¬taining these methods through innovative entrepreneurial initiatives.  A technologically appropriate, environmentally benign pico-hydro system has been developed and installed in a Honduran village as a prototype and proof of concept.         This grant will allow the development of  business plans for two types of businesses: franchised power-producing operations companies located in rural villages and system design companies located in a nearby urban centers.       In addition, this grant will allow the creation of three to six more prototype systems in similar villages.       By establishing these systems as small energy providers, the parameters over which these businesses will be self-sustainable and market deployable will be better determined.        At the successful completion of this project, the concept of franchised pico-hydropower will be sufficiently developed that researchers may pursue the next stage of funding from sources such as The World Bank, the National Science Foundation, or other sources.  The proposed project has significant and probable potential to reduce poverty globally by improving the health, education, and economic burden of rural people while simultaneously generating two types of scalable entrepreneurial opportunities.   ",1005006,Funded,5006-07,0017000001LSVn4AAH,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Charcoal trade and production: Innovations to promote cooperative forest management in Mozambique,50000,Charcoal trade and production: Innovations to promote cooperative forest management in Mozambique,Pennsylvania State University-Main Campus, ,2007-10-16,2007-10-19, , ,"The charcoal trade is one of the key factors in deforestation in many developing countries. Mozambique is losing forest rapidly as the demand for charcoal rises, primarily for cooking, especially in urban areas. The charcoal supply and demand interactions are driven by complex interactions among stakeholders along the supply chain from forest to market. This project tackles the supply side issues using simulation models to examine charcoal production efficiency and costs among stakeholders. The models will provide an innovative platform for negotiated discussions among the various interest groups to form cooperative agreements that improve production and income to beneficiaries. The goal of the project is to improve the charcoal trade in Mozambique by making it more efficient and equitable in the production and distribution of benefits to local people. Specific objectives are to:     introduce changes to traditional charcoal production techniques and trade in order to improve efficiency and increase the charcoal production.     help the communities to sell their charcoal at better prices to increase the average income of charcoal producers.     develop methodologies and processes and transfer these innovative approaches to other communities and countries.    ",1005012,Not Accepted,5012-07,0017000001MBMSkAAP,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Developing World Prosthetics,50000,Developing World Prosthetics,Massachusetts Institute of Technology, ,2007-10-16,2007-10-22, , ,"Developing World Prosthetics (DWP) is a recent collaboration between MIT students and the Jaipur Foot Organization (JFO), which manufactures and deploys mobility aids in the developing world.  DWP aims to educate students in the field of physical rehabilitation while giving them the opportunity to improve the design of mobility aids for the JFO.     The JFO is the leading organization in orthotic and prosthetic fitment in the world, and has fit over 1 million people with disabilities, in over 20 countries in the last 30 years, at an operations cost of just $30 a patient.  Our model is simple.   MIT students get exposure to patient care in the developing world, and learn about the different technologies that exist to address particular disabilities.  They will then get a chance to help others by applying their engineering skill to the development of prosthetic and orthotic aids, as well as manufacturing and testing equipment.  They will learn about the anatomy and biomechanics of human walking and disabilities in a class on  Engineering Rehabilitation Technologies.    In this class, multidisciplinary E-Teams of students, community partners in the developing world, and experts in the physical rehabilitation community conduct term-long projects on topics such as prosthetic knee and prosthetic foot design, manufacturing optimization, and biomechanics modeling. Funded fellowships to India to implement projects for the Jaipur Foot Organization will be coupled with an intensive 2-week, on site introduction to O&P fitment.   ",1005013,Not Accepted,5013-07,0017000001LSVuHAAX,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
"DESIGN AND IMPLEMENTATION OF A HIGH-EFFICIENCY STOVE MICROENTERPRISE AT THE ST. CHARLES LWANGA KOPLING VOCATIONAL TRAINING CENTER, MURAMBA, RWANDA",19794,"DESIGN AND IMPLEMENTATION OF A HIGH-EFFICIENCY STOVE MICROENTERPRISE AT THE ST. CHARLES LWANGA KOPLING VOCATIONAL TRAINING CENTER, MURAMBA, RWANDA",University of Colorado at Boulder, ,2007-10-16,2007-10-21, , ,"The St. Charles Lwanga Kolping Vocational Training Center in Muramba, Rwanda, is a technical school with a student base of 245 young Rwandans. Students come from around the country to attend this school and obtain the technical skills that the Rwandan government has identified as vital to the development and long term stability of the country.      The Engineers Without Borders-USA Chapter at the University of Colorado at Boulder is working to address the basic water and energy needs of the community of Muramba in partnership with the community. Our main objectives in the design and implementation of efficient cook stoves are to:     Provide a more sustainable energy source for cooking and boiling water,     Improve the respiratory health of the kitchen workers with cleaner burning stoves with proper ventilation, and     Work with school officials to develop a product for micro-enterprise by providing teachers and students with the technical education and support necessary to maintain and replicate these systems.",1005014,Invited Resubmit,5014-07,0017000001LSW2dAAH,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Stanford-India Biodesign,50000,Stanford-India Biodesign,Stanford University, ,2007-10-16,2007-10-22, , ,"Stanford University and the Government of India are collaborating to launch the Stanford-India Biodesign (SIB) Fellowships. The goal of this fellowship program is to train the next generation of medical technology innovators in India, with an emphasis on serving the needs of the poor. Indian citizens with advanced degrees who have the ability and motivation to invent new medical technologies will be selected for this two-year fellowship.       The SIB Program will initially be centered in New Delhi and administered as a collaboration between Stanford, the IIT-Delhi and the All India Institute of Medical Sciences. Over the course of the fellowship, approximately half of the time will be spent in India, and the other half at Stanford. Fellows will work in a multi-disciplinary team with a combination of engineering, medical and business talents. The team will examine clinical needs within the Indian setting, identifying opportunities for medical technology innovation with a particular emphasis on the poor and medically underserved. Working closely with faculty, the teams will invent, prototype, develop and patent one or more new technologies and take the initial steps toward development and commercialization in India.  Real-world  experts in the U.S. and India will serve as mentors to the Fellows.    Objectives:     Establish a new training program that represents a collaboration between Stanford and India     Use this program to train the next generation of medical technology innovators in India     Ensure the long-term success of the program by putting appropriate infrastructure and training in place in India   ",1005017,Not Accepted,5017-07,0017000001LSVwpAAH,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Wind Power for Remote Areas,49760,Wind Power for Remote Areas,Kettering University, ,2007-10-17,2007-10-19, , ,"This project will develop an initial educational program both at Kettering University and at two Universities in Peru whose primary focus is to move ideas involving small, environmentally clean, wind power units to commercialization for the benefit of farmers in remote locations. The entire program involves three phases: i) initial educational program and a prototype implementation, ii) scaled up educational program and implementation through local government, national, and international grant support, and iii) self-sustainable program where farmers save and invest to fund additional equipment. This proposal addresses only the first phase and includes an early implementation of the program involving the use of small, scaleable, and modular wind based power units in remote areas of Peru. The program also addresses how the program can be scale up to benefit a large number of people. The project directly addresses the needs of people living in poverty by installing a prototype wind based power station and ensuring  sustainability of the overall program. The proposal also fosters the development of interpersonal and inter-institutional networks and involves travel for some team members and a selected number of U.S. and Peruvian students.",1005019,Invited Resubmit,5019-07,0017000001LSW5OAAX,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Clean Water and Energy Program for International Development,50000,Clean Water and Energy Program for International Development,Villanova University, ,2007-10-17,2007-10-22, , ,"Over the last several years Villanova engineering students, through partnerships with several non-governmental organizations, have been involved in the development of clean water and energy projects in Central America, the Philippines and Thailand. The present grant will be focused on developing an international development entrepreneurship curriculum to support the development of novel, innovative technologies primarily to support these existing clean water and energy projects. The major aims of the program will be to:   1) develop a curriculum to educate students as to how to design innovative marketable technologically appropriate products in developing countries in the areas of clean water and energy;   2) have students/faculty establish start up companies that can commercialize these technologies leading to job creation in impoverished areas of the US and developing countries ; and    3) work with local and international partners to transfer the technologies to alleviate poverty in international locations initially in Central America, the Philippines, and Thailand.   ",1005020,Invited Resubmit,5020-07,0017000001LSWASAA5,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Creating New Models for Entrepreneurial Product Commercialization to Address Health Needs of the Poor of India,50000,Creating New Models for Entrepreneurial Product Commercialization to Address Health Needs of the Poor of India,Boston University, ,2007-10-17,2007-10-19, , ,"This initiative will build on existing projects and relationships to create a scalable and sustainable model for supporting the entrepreneurial commercialization of India-based medical products to enhance the health of the poor, while providing educational experiences for graduate students in the US.    We will 1) hold a business competition in India through our partner The India Institute of Management in Ahmedabad to identify specific entrepreneurs with product concepts that address the challenges of health care for the poor, 2) bring entrepreneurs to Boston for two weeks of intensive education and experiential learning , 3) link those entrepreneurs to faculty mentors and student teams, 4) support the development of these businesses through mentoring and graduate student teams, 5) bring student teams from the US to further evolve the business planning process and to better understand the health delivery and business realities of India, and 6) assist in the startup, scaling and global deployment of these enterprises.    The key goals of our program will be to:     Create and transfer to our Indian University partners a sustainable process and methodology for fostering innovation that leads to the formation and launch of technology-based startups that serve the poor in India.     Provide an intensive educational experience for graduate students regarding the application of entrepreneurship and product commercialization to the needs of the poor.     Develop at least one highly scalable, health care product or services company   ",1005021,Not Accepted,5021-07,0017000001LSVFGAA5,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Engineering a Model Village for the Mentally and Physically Challenged in Jamaica:  The Energy Component,50000,Engineering a Model Village for the Mentally and Physically Challenged in Jamaica:  The Energy Component,Pennsylvania State University-Main Campus, ,2007-10-17,2007-10-19, , ,"There are currently no facilities, governmental or otherwise, in Jamaica that are geared to care for abandoned physically and mentally disabled children over eighteen years of age.  Mustard Seed Communities (MSC) is partnering with faculty from Penn State University, the Catholic University of America, and the University of Technology to engage in the research, design and subsequent construction of an entire village to house these children.  The resulting model will serve as a flagship approach to similar undertakings in the developing world.  One critical component of this research and design effort is the development of a sustainable energy supply for the community.  This proposal seeks funding to permit the successful engineering of the requisite systems to provide energy to power such the village while concurrently serving as a means to generate a sustainable income for the community.      Toward this end, the agricultural component is quite significant.  The entire operation hopes to be self-supporting for its food stuffs as well as create products to sell to the general public.  To accomplish this, the staff and residents will be engaged in raising poultry and dairy and beef cows, aquaculture and crop production.  In conjunction with this entrepreneurial effort, energy will be captured from the waste products of the animals to assist with satisfying the energy needs of the facility.  Meeting additional energy needs of the community will require development and implementation of other appropriate technologies in order to provide electricity to the homes.     ",1005022,Not Accepted,5022-07,0017000001MBMSkAAP,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Bioengineering and World Health: Education and Micro-entreprise Training for health and sustainable development in Lesotho,50000,Bioengineering and World Health: Education and Micro-entreprise Training for health and sustainable development in Lesotho,Rice University, ,2007-10-17,2007-10-19, , ,"The Beyond Traditional Borders Initiative at Rice University offers an innovative multi-disciplinary curriculum on health and healthcare technology challenges in the developing world.  Through the curriculum, students are trained to develop and implement technological and educational solutions that overcome the barriers to equitable global health.      The Bioengineering and World Health course has been taught for more than five years at the university level, and more recently in high schools and middle schools.  An annual professional development workshop hosted by Rice prepares instructors to teach the course.      We will train an instructor from Masianokeng High School, located in Maseru, Lesotho, to teach Bioengineering and World Health.  The instructor will participate in the workshop at Rice in summer 2008 and implement the course in fall 2008.      We will also begin a micro-enterprise training program at Masianokeng to complement the new Bioengineering and World Health course and the school s existing business classes.  With close faculty supervision, a team of Rice undergraduates will develop the curriculum as a global health design challenge project.  During a two-month summer internship in Maseru, the students will work with teachers at Masianokeng, who will ensure the curriculum responds to the educational needs and environmental constraints of the school before initiating the program in fall 2008.      The micro-enterprise program will empower students with the basic management and financial skills to run a small business selling solar-powered SunNight Light flashlights, and eventually other products, including those inspired by the Bioengineering and World Health course.",1005024,Not Accepted,5024-07,0017000001LSW8HAAX,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Porous Concrete Water Filtration: New Technology for Developing Countries,49298,Porous Concrete Water Filtration: New Technology for Developing Countries,The University of Alabama, ,2007-10-17,2007-10-18, , ,"Over 1.1 billion people lack access to safe drinking water.  Point-of-use (POU) drinking water treatment technology has the potential to provide clean drinking water for the many around the world without hope of any adequately treated, piped water supply.  Problems with currently used POU systems, however, limit their use in developing countries.  These include issues with cost, durability, microbiological effectiveness, maintenance, and general usability.  Porous ceramic filters represent a promising option in many places, but the technology is susceptible to breakage and high fuel costs to fire the ceramic.  Porous concrete filters, however, offer many advantages over ceramic filters while incorporating their basic design features contributing to sustainability and usability.  This research project aims to advance the science behind porous concrete filters to produce an effective water quality intervention for use in poor countries, where the need for effective low-cost systems is greatest.        This project aims to:     Develop an innovative, low-cost, effective water treatment device consisting of a porous concrete pot filter;     Extensively test the system s effectiveness against key waterborne pathogens and pathogen indicators; and     Conduct a household-based field trial of the technology in Kandal Province, Cambodia.      ",1005025,Not Accepted,5025-07,0017000001LSW1dAAH,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
"Aquaponics: A Vehicle to Stimulate Learning, Increase Interest in Nutrition and Promote Entrepreneurship",50000,"Aquaponics: A Vehicle to Stimulate Learning, Increase Interest in Nutrition and Promote Entrepreneurship",Arizona State University, ,2007-10-17,2007-10-22, , ,"This effort proposes a mini-aquaponic system as a vehicle to help students and families in a Native American community. Aquaponics integrates aquaculture (growing fish for human consumption) and hydroponics (cultivation of plants in a nutrient-rich solution) into a closed, re-circulating system. The project has three main goals:        Help the students become more aware that the material presented in the classroom is indeed relevant, and has applications to everyday life. This experience is hoped to stimulate the students  desire for knowledge and additional, formal education.     Increase concern for the importance of proper nutrition, since all the students in the class will have some access to fresh and nutritious vegetables. One family in, particular, who will have a mini-aquaponic system in their home, will significantly improve their diet, by their increased consumption of fresh vegetables and fish.     Stimulate entrepreneurial activity by motivating the students to become involved in marketing and selling of excess vegetables to the surrounding community.      The proposed effort aims at building two units, one to be housed at ASU s Polytechnic campus, and the other one at a Native American student s home. Also, an existing unit, already in operation at the middle school, will be retrofitted and enhanced to be equivalent to the two proposed units. A significant feature of the proposed units is that they will be powered by photovoltaic arrays, in order to increase the reliability of the system, and also to expose the students to a major player in the energy solution portfolio.   ",1005026,Not Accepted,5026-07,0017000001LSVsUAAX,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Empowering Malawians with Disabilities,50000,Empowering Malawians with Disabilities,Arizona State University, ,2007-10-17,2007-10-22, , ,"A grassroots multidisciplinary humanitarian partnership between faculty and students at Arizona State University (ASU) and the College of Engineering at the University of Malawi (UM) is entering its second year.  Many Malawians have physical (polio, neurological, or orthopedic) disorders profoundly limiting their physical mobility, quality of life, and ability to earn an income to become self-sufficient. Resources to accurately determine individual physical limitations/abilities are limited, as are the materials to produce the appropriate rehabilitation devices.   The focus of this ongoing partnership is to continue to create and develop a sustainable rehabilitation technology strategy compatible with resources available in Malawi.  The purpose the grant funding is to 1.)develop/implement a universal client physical/rehabilitation needs assessment (crucial in the design stages) to be administered by Malawians, 2.). strengthen the collaboration between ASU and UM to design and build the most appropriate rehabilitation devices using universal design, 3.) transfer this commercially viable technology would be to local community resources (Malawians Against Physical Disabilities) where rehabilitation technicians customize the design for individual clients and construct the rehabilitation devices of local materials.  This model will foster wider universal application among universities committed to including humanitarian contributions to society in any underserved global region.     Objectives     Develop a sustainable US  Malawian partnership      Provide a strong educational experience for U.S. and Malawi  students      Develop sustainable rehabilitation technology strategies based upon commercially viable universal design principles",1005027,Not Accepted,5027-07,0017000001LSVsUAAX,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Development of a Business Model for the Implementation of a Sustainable Point of Use Water Filter Program in the Dominican Republic,49999,Development of a Business Model for the Implementation of a Sustainable Point of Use Water Filter Program in the Dominican Republic,Saint Louis University,49999,2007-10-18,2007-10-19,2010-07-31,2008-02-01,"Abstract   Saint Louis University School of Public Health, in collaboration with the Institute for Latin American Concerns (ILAC) propose a project to create a sustainable business model for the manufacture, sale and distribution of point of use water filters in the Dominican Republic.  A lack of clean drinking water is of foremost concern today throughout the globe.  This innovative program will build the capacity of ILAC to support an entrepreneurial effort to sell low-cost water filters to low income households on an installment basis.  Revenues from the filter sales will be used to sustain the program equipment purchases and administrative costs.  Three main objectives will be realized by this program:   1.) To develop a sustainable, transferable entrepreneurial model for the sale of point of use water filters   2.) To build the capacity of ILAC to create a sustainable program for the sale and distribution of water filters   3.) To improve the quality of life of impoverished communities in the Dominican Republic by creating economic opportunities and reducing the incidence of diarrheal disease   This program has a high probability of success because of the existing networks and programs already in place, and the reputation of ILAC in the communities to be served.  The program will have the additional benefits of providing educational opportunities to participants at all levels, as well as other social outcomes.  Saint Louis University is requesting $49,999 over a period of 18 months.   ",1005028,Funded,5028-07,0017000001LSVNYAA5,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
Design for Visual and Hearing Impaired using a Social Entrepreneurship Coalition,49829,Design for Visual and Hearing Impaired using a Social Entrepreneurship Coalition,Rose-Hulman Institute of Technology, ,2007-10-18,2007-10-19, , ,"Students today are more socially conscious and they are choosing majors and careers they believe will enable them to make a difference. The Electrical and Computer Engineering Department at Rose-Hulman Institute of Technology believes we can effect this same social awareness for electrical and computer engineering by emphasizing social entrepreneurship. Therefore, the ECE Department has been focusing more on social entrepreneurship opportunities for our students. We have been doing this by building relationships with schools for the blind and deaf. Therefore, we need help to solidify this growing collaboration by having funds to facilitate the creation of tutorials, enable projects, create learning materials, and attract additional capital.",1005029,Not Accepted,5029-07,0017000001LSVqIAAX,a2C39000002zYt3EAE,012390000009qIDAAY,The Lemelson Foundation
