NAME,AMOUNT_REQUESTED__C,PROPOSAL_NAME_LONG_VERSION__C,APPLYING_INSTITUTION_NAME__C,AWARD_AMOUNT__C,DATE_CREATED__C,DATE_SUBMITTED__C,GRANT_PERIOD_END__C,GRANT_PERIOD_START__C,PROJECT_DESCRIPTION_PROPOSAL_ABSTRACT__C,ZENN_ID__C,STATUS__C,EXTERNAL_PROPOSAL_ID__C,APPLYING_INSTITUTION__C,PROGRAM_COHORT__C,RECORDTYPEID,PROPOSAL_FUNDER__C
Building on Tradition:  Indigenous Green Housing,50000,Building on Tradition:  Indigenous Green Housing,University of Massachusetts-Lowell,44625,2009-10-16,2009-10-20,2012-08-31,2010-03-01,"U Mass Lowell has been partnering with the Tohono O odham tribal college (TOCC) in AZ for the past two years in designing and building solar bathroom modules for elderly who have no electricity or running water on the reservation.  This partnership has resulted in service-learning projects integrated into the academic programs at both institutions.  The components of the solar bathroom modules have been designed so that the TOCC students/graduates could build them for microenterprises.  The proposed work will be to continue this partnership with three objectives:     Perform final design and build a prototype house module (on the new TOCC campus for student housing) of mostly indigenous materials, incorporating adobe thermal mass, superinsulation with straw, passive cooling, ground-coupling, and daylighting features; continue design of the solar kitchen module with similar features in addition to a solar cooking system.     Develop business plans for microenterprises on the TO reservation to build and sell solar hot water collector systems, based on the systems being built and tested at TO.       Finish constructing a prototype windmill water pump system.  Develop longer-range business plans for building and selling these systems as well as the feasibility of a broader solar building enterprise for solar bathroom and kitchen modules.        These  green building  systems have applicability in similar climates elsewhere in the world.  Two existing NCIIA-sponsored projects  (Village Empowerment program and course focusing on microenterprise for overcoming global poverty and a solar drip irrigation microenterprise in Peru) will have synergistic integration with the proposed project.           ",1006931,Funded,6931-09,0017000001LSW2YAAX,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
"Improved Rural Health Care through Low-Cost Telecommunication in Waslala, Nicaragua",50000,"Improved Rural Health Care through Low-Cost Telecommunication in Waslala, Nicaragua",Villanova University,44625,2009-10-07,2009-10-16,2012-06-30,2010-02-01,"In the rural communities around Waslala, Nicaragua, the availability of well trained health care workers is very limited. The purpose of this proposal is to develop an innovative  technology based on cell phones for transmitting basic patient data in the form of coded text messaging from a rural health worker to a central clinic for a trained health care provider to review. The doctor/nurse can then text back treatment suggestions that the health worker can implement. The communications infrastructure could also spawn other affiliated side businesses.",1006877,Funded,6877-09,0017000001LSWASAA5,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Small-scale windmill development in Lake Titicaca Region of Peru,49613,Small-scale windmill development in Lake Titicaca Region of Peru,Brigham Young University, ,2009-10-10,2009-10-15, , ,"Many individuals living on the Uros, Amantani, and Taquile islands of Lake Titicaca in Southern Peru rely on solar panels to obtain electricity for powering lights, television, and radio.  However, solar panel systems are available to only approximately 20% of all islanders (7000 total inhabitants) and cost $640 USD.  The proposed sustainable vision is to develop, optimize, and implement low-cost windmills using local resources to increase the availability and reliability of electricity to those living on Lake Titicaca.        The key project outcomes and associated metrics which measure success include the following:     Develop small-scale windmills at one-half the cost (or less) of solar panels. Optimize windmill design by comparing improvements (charging time, ease of use, etc.) with the initial test-case already installed on one island.     Implement five windmills and demonstrate windmill construction and maintenance to other islanders during the May 2010 visit to the Uros Islands. Transfer of knowledge will be assessed by having locals build the windmills and additional training and outreach will occur during the six months following the trip.  Work with locals on the implementation of at least ten additional windmills during the May 2011 visit.       Refine a viable business plan to allow for the rapid expansion of the windmill technology to multiple islands and surrounding locations.   Assess the functioning of the business plan throughout the project and in July 2011 by noting the additional number of installed windmills and the number of functioning windmills since project inception.    ",1006889,Invited Resubmit,6889-09,0017000001LSVv8AAH,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Sustainable Housing Materials for New Rural Economies in China,48510,Sustainable Housing Materials for New Rural Economies in China,California Polytechnic State University-San Luis Obispo, ,2009-10-13,2009-10-16, , ,"We propose to develop the necessary equipment and processes required to initiate a new rural economy around sustainable housing materials from rice straw. The basis of the proposal is a product (the Stakblock) that has been under development by Oryzatech, Incorporated. The manufacturing process has saves about 9 metric tons of CO2 emissions per every 500 square-foot, single story dwelling relative to the conventional brick construction that is typically used in rural China. This CO2 emissions savings per home can potentially be larger if equipment were developed based on appropriate technologies for rural production. The new economy is also aligned with China s national campaign for to Build a New Countryside, enabling a rural economy that draws on local resources and preserves the local social fabric and culture of the rural regions. Our work leverages a 20-year established research partnership between Cal Poly and Tongji University in Shanghai, China.",1006898,Invited Resubmit,6898-09,0017000001LSVoGAAX,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
"DEVELOPMENT OF A COCOA STUDY CENTER IN EBEKAWOPA, GHANA",48674,"DEVELOPMENT OF A COCOA STUDY CENTER IN EBEKAWOPA, GHANA",California Polytechnic State University-San Luis Obispo, ,2009-10-16,2009-10-16, , ,"West African cocoa farmers often produce low-quality beans and are paid accordingly.  Low payments mean low quality of life, including lack of educational opportunities for their children, lack of access to malaria medication, and lack of proper sanitary facilities.  This project proposes to set up a chocolate production laboratory in the village of Ebekawopa, Ghana.  The purpose is to teach farmers how to make tiny batches of chocolate so they can correlate sensory attributes with quality of beans.  This gives them real knowledge of how decisions relating to horticulture, fermentation and drying actually determine value.  Architecture faculty and students at Cal Poly will design and construct a cocoa study center using local materials and local carpenters.  The center will be off-grid, powered by solar collectors.  Another member of the team from a San Francisco chocolate company will set up a chocolate production laboratory, following a design that is already they use in several Peruvian villages where his chocolate company is active.  Students will also be involved in setting up the laboratory and in developing a system of chocolate evaluation, using software to compare batches according to sensory attributes.  Finally, the center, which will have a classroom, will teach local farmers how to cut beans, analyze quality, and produce quality chocolate.  This project integrates the entire cocoa chain, making the cocoa farmer a true partner in the chocolate making process.",1006926,Invited Resubmit,6926-09,0017000001LSVoGAAX,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Waste to Energy: Utilizing Anaerobic Digestion to Bring,50000,Waste to Energy: Utilizing Anaerobic Digestion to Bring,University of Maryland-College Park, ,2009-10-12,2009-10-15, , ,"Tseai Energy Unlimited (TEU), a new company that merges the entrepreneurial spirit with social    development, has developed a dynamic system that will provide clean, reliable and sustainable    electricity to rural communities while developing their economy and yielding vast profits for the    investor.  The company has designed a system that incorporates patent protected biomass    technology that converts agricultural waste to biogas that can be used to produce electricity.    These mini-power plants will be built in rural communities lacking electricity; within the same    communities TEU will introduce processing plants to develop their unrealized agricultural    potential. By localizing the value added services for the region's raw goods, TEU maximizes the    returns for the community and produces significant returns for the company. The waste from    the processing plant is channeled to the power plant to produce electricity for both the    processing plant and the community, thereby creating a closed symbiotic system.  Funds from the Sustainable Vision Grant would:   -Support faculty research time, equipment and supplies/materials to determine optimal anaerobic digestion design, feedstocks, and operating conditions.    -Provide travel support to Sierra Leone to protoytpe the system   -Cost of preparing and importing palm oil effluent for analysis of biomethane potential and optimal co-digestion mixtures.            ",1006894,Invited Resubmit,6894-09,0017000001LSVusAAH,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Low Cost Adult Male Circumcision Device,50000,Low Cost Adult Male Circumcision Device,University of Michigan-Ann Arbor, ,2009-10-01,2009-10-19, , ,"Public health officials are currently supporting adult male circumcision as a public health policy to minimize the spread of HIV during intercourse. Estimates indicate that more than 3 million lives could be saved in sub-Saharan Africa alone if the procedure becomes widely used. Complications including infection and accidental cutting/amputation of the glans during traditional circumcision ceremonies can lead to permanent injury or death.  In an effort to address the issue of safety, cost, and complexity related to male circumcision in clinical settings and traditional ceremonies in sub-Saharan Africa, we designed and built a low cost and adjustable (one-size-fits-all) device to reduce the risk of hemorrhage, damage to the glans, and infection during traditional circumcision procedures. We believe that this device can bring significant value to the fight against HIV and can be commercially sustainable. The purpose of this grant is to establish a faculty led multidisciplinary team of engineering, business, clinical, and public health students that can assess and create a viable sustainable commercialization plan to bring this product to sub-Saharan Africa.",1006856,Invited Resubmit,6856-09,0017000001LSVpTAAX,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
"A model for business enablement and sustainability in poverty stricken, tech-deprived communities using passive/active solar energy and locally abundant recyclable materials",49993,"A model for business enablement and sustainability in poverty stricken, tech-deprived communities using passive/active solar energy and locally abundant recyclable materials",University of North Carolina at Charlotte, ,2009-10-15,2009-10-19, , ,"The scope of this project encompasses, teaching, building, training, and transforming into business a technical idea that is feasible and affordable.  The goal is to establish a model for wealth generation and hands-on education based on natural resources (sun energy, local products and recyclable waste) that can be extended into other poverty stricken, opportunity deprived communities. Low-cost energy is pivotal in sustaining new business, improving the individual wellbeing, health, and overall technical and societal progress in any community. The model will be applied, in collaboration with the American University in Beirut (AUB), to refugee camps in Lebanon. These communities are deprived of jobs, education, and resources. To achieve the project goal, we will:   - Train a selective group of students/technicians to build solar water heaters and solar electric generators and donate the system to a school, health center, or orphanage house in the community at the end of the project. Solar water heaters are easy to make and can save 20-30% of the average household electricity consumption. It can be made using radiators from junked cars and heat exchange coils from damaged air-conditions. Such alternative fabrication methods will not only make production cheaper, it will help in recycling metal and junk yard components too.   - Teach a course within the AUB or the camps on the details of solar based technologies (power generation and heating) including fabrication and testing   - Focus on the aspect of entrepreneurship and assist the students to start a business in this green and wealth-generating technology.       ",1006915,Invited Resubmit,6915-09,0017000001LSWAIAA5,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
"Raising Incomes, Reducing Deforestation and Increasing Efficiency of Small Scale Panela Producers in Honduras",48055,"Raising Incomes, Reducing Deforestation and Increasing Efficiency of Small Scale Panela Producers in Honduras",University of Vermont, ,2009-10-16,2009-10-19, , ,"The proposed project trains 100 producers in the use of a new highly efficient, affordable small-scale sugarcane juice evaporator used to produce panela, a block sugar.  To support technology transfer, 5 local fabricators will be trained in the manufacturer of the evaporator, microfinance will be provided to assist with initial capital costs, and marketing improved.  Pilot tests of the evaporator, developed by the P.I. and Honduran partners, show it to be economically, socially and ecologically sustainable. Incomes are raised through substantial reductions in fuel costs, deforestation is reduced by replacing firewood with a sugarcane by-product, and social capital is built. Currently, more than 100 evaporators are used in Honduras.  Producers who have adopted report reductions in firewood use from 66% to 80% while substantially cutting production time.  The majority of producers trained in this project will be from the high poverty departments of Lempira and Intibuca, though producers from other regions will also participate to broaden dissemination. Technical assistance will guide oven construction and evaporator management. Baseline data will be collected before and after the project to assess impacts, challenges and benefits. The project is highly replicable with potential for expansion throughout Honduras and Latin America.     The major objectives are to:   1) Train 100 low-income farmers in the use of the new evaporator to raise incomes and reduce deforestation   2) Train 5 new metal fabricators in production of the evaporator   3) Utilize microfinance to fund a minimum of 10 new evaporators and ensure a sustainable supply of future capital   ",1006927,Invited Resubmit,6927-09,0013900001aYWZXAA4,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Structuring Social Entrepreneurship Ventures in Developing Countries:,49873,Structuring Social Entrepreneurship Ventures in Developing Countries:,Baylor University, ,2009-10-16,2009-10-20, , ,"An NCIIA Sustainable Vision Grant is requested to create the best structure for social entrepreneurship ventures in developing countries where the business is processing agricultural products grown by poor farmers. The challenge is to create an organizational structure that can provide strong entrepreneurial leadership while optimizing the distribution of benefits generated by the venture in an equitable way to all stakeholders.       This project will be done in partnership with DeMaria Real Estate Advisors, a company in Peninsula de Samana, Dominican Republic that is already actively involved in economic development projects and is well established and respected in the community.  The specific goals of the research are as follows:        Create a business structure for social entrepreneurship ventures that process and sell agricultural products grown by poor farmers that assures effective management of operations and optimizes the distribution of benefits generated by the venture in an equitable way to all stakeholders;      Develop a  business in a box  prototype for processing coconut husks into coir fiber and pith, including a template business plan with detailed production facility design and equipment;     Demonstrate that the business structure and the associated  business in a box  can create economically sustainable businesses.        The demonstration of this economically sustainable business model will facilitate the securing of financing to establish similar ventures in Ghana, Indonesia, Guyana, the Philippines, where partnerships have already been formed with the goal of increasing the income for some of the 11 million coconut farmers who make a subsistence income of $500/year.               ",1006930,Not Accepted,6930-09,0017000001LSVn4AAH,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Village-sized Biogas Production Facility,49975,Village-sized Biogas Production Facility,California Polytechnic State University-San Luis Obispo, ,2009-10-05,2009-10-19, , ,"Cal Poly State University will partner with the local student chapter of Engineers Without Borders, and the village of Heybeli island, Turkey to design, develop and build a scale prototype Biodigester suitable for serving the needs of a small agricultural community.   The Objectives for this program are:     Develop the knowledge and experience of both cultural and technology issues required to design a Biodigester unit on Heybeli island.     Construct and operate a pilot-scale Biodigester on Heybeli island     Develop a successful sustaining business model that will enable the construction of full-scale Biodigester units and the transfer of that success to impoverished communities throughout the Third World.      Biodigesters alleviate the need to gather or harvest wood for fuel in cooking, providing a healthier cleaner burning flame.  The effluent from the biodigester has little to no odor, is an excellent fertilizer, and has a much reduced load of pathogens and parasites. The benefits to the environment of this technology extend to improvement in air and water quality as well as soil fertility.     Small individual family Biodigesters are common in China (over 10 million in operation) and India.  Much larger scale Biodigesters are found in the U.S. and Europe, serving large-scale livestock waste and city sewerage needs.  There is a need and a market opportunity, for a  right sized  unit that will be less sensitive to the fluctuations inputs from individual farmers while supplying a steady supply of fuel and fertilizer for the small rural communities of the Third World.   ",1006862,Not Accepted,6862-09,0017000001LSVoGAAX,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
Smart Grid to deliver power to people living in poverty,50000,Smart Grid to deliver power to people living in poverty,California State Polytechnic University-Pomona, ,2009-10-16,2009-10-19, , ,"Abstract      Nearly over 1.5 billion people live in poverty and some cannot afford to pay for their electric bill so that they can keep warm in winter and cold in the summer time.   The main idea is to design and develop a low cost system to calculate the amount of extra power not used or power wasted in a transmission and distribution line, store it somewhere and then deliver it to people living in poverty, just as the same way we deliver food to people that needed most.  This idea can lead to creation and commercialization of a new system that will help the power companies to explore lost and excess power and then store it in a storage area that is large enough and then deliver to the proper places that have a need for it but cannot afford it.       Working in conjunction with local companies such as, Southern California Edison (SCE) and engineers, entrepreneurs, the team plans to install a pilot system at a local area that serves more people that cannot afford the electric bill.  In a later time an arrangement will be made for technology transfer, training and completion of a business plan for installation of such a system. The ideas in application design will use the current industry standards.  There are currently two graduate students and one faculty assigned to this project.      ",1006925,Not Accepted,6925-09,0017000001LSW19AAH,a2C39000002zYtDEAU,01239000000Ap02AAC,The Lemelson Foundation
