NAME,AMOUNT_REQUESTED__C,PROPOSAL_NAME_LONG_VERSION__C,APPLYING_INSTITUTION_NAME__C,AWARD_AMOUNT__C,DATE_CREATED__C,DATE_SUBMITTED__C,GRANT_PERIOD_END__C,GRANT_PERIOD_START__C,PROJECT_DESCRIPTION_PROPOSAL_ABSTRACT__C,ZENN_ID__C,STATUS__C,EXTERNAL_PROPOSAL_ID__C,APPLYING_INSTITUTION__C,PROGRAM_COHORT__C,RECORDTYPEID,PROPOSAL_FUNDER__C
Clean and Affordable Water and Watershed Education Along the Ganga,50000,Clean and Affordable Water and Watershed Education Along the Ganga,American University, ,2006-10-08,2006-10-27, , ,"Our project will introduce teachers and students to ways of understanding and restoring connections between places sharing a watershed.  We will also address urgent needs for clean and affordable water through the introduction of low-cost techniques and materials that entrepreneurs can use to build water filters and water harvesting techniques for domestic and community use.  By providing small business opportunities that also help people who are poor meet their most pressing needs for clean water, we will address both environmental and social concerns.  Anthropological guidance, theater performances in local villages, and a video documenting the project will assure that the project is responsive to local concerns and accessible to people in other places who may want to replicate it.   ",1003758,Final Review,3758-06,0017000001LSVpMAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
"Solar-Charged, Battery-Powered LED Lanterns to Replace Oil Lamps in the Developing World",49500,"Solar-Charged, Battery-Powered LED Lanterns to Replace Oil Lamps in the Developing World",University of Illinois at Urbana-Champaign, ,2006-10-09,2006-10-27, , ,"Breakthroughs in solid-state lighting technology offer rural off-grid poor people the first economically sensible alternative to oil lamps, which are still the main light source for over a billion people worldwide.  Our experienced, student-organized team will design and manufacture solar-charged, battery-powered LED lanterns which are healthier, more economical, less dangerous, and less polluting than petroleum lanterns.  Our established network of engineers, industry leaders, aid organizations, academic professionals, and government contacts is set to enter a market which has been much talked about in the past year, but due to low profit margins, has seen no mass commercialization.  Recently awarded funding has brought the project to a first-round prototyping phase, and further support will be needed as the project evolves rapidly over the next five months.",1003760,Not Accepted,3760-06,0017000001LSW31AAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Developing a Replicable Model for Sustainable Technology Entrepreneurship in Afghanistan (Afghans4Tomorrow),49967,Developing a Replicable Model for Sustainable Technology Entrepreneurship in Afghanistan (Afghans4Tomorrow),University of Colorado at Boulder,43560,2006-10-10,2006-10-27,2010-12-31,2007-01-01,"Most developing communities around the world lack the basic knowledge and resources necessary to step out of poverty. This often results in lost business opportunities and inadequate basic services to those in need such as power and safe drinking water. In this initiative, we are proposing a model for sustainable technology entrepreneurship that is linked to existing educational in-country institutions. The model creates capacity for education which in turn leads to sustainable services to those in need. The model described herein builds on in-country infrastructure, on-line distance e-learning, sustainable technologies, and conventional face to face education of in-country engineering teachers. The proposed train-the-trainers model will be tested over a period of 18 months in collaboration between the University of Colorado and the University of Kabul in Afghanistan. Following the study, it is expected that the model can be replicated in other developing communities including some in the US.",1003763,Funded,3763-06,0017000001LSW2dAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Establish Interactive Learning Centers for Military Connected High School Students,49960,Establish Interactive Learning Centers for Military Connected High School Students,Southern Illinois University Carbondale, ,2006-10-10,2006-10-27, , ,"The purpose of this project is to improve the educational experiences and future opportunities for school and work by using Interactive Learning Centers (ILC; a mobile, 2-way interactive video conferencing system) to build collaboration among military-connected children, educational personnel at O Fallon (Illinois) Township High School and Altus (Oklahoma) High School, the Educational Liaison Officer at Scott Air Force Base (Illinois), and mentors at Southern Illinois University Carbondale.  The project has three outcomes with success standards.  Exit Survey data will determine the effectiveness of the ILC in meeting the intended outcomes for military-connected high school students served by the project.",1003766,Final Review,3766-06,0017000001LSVwxAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Enabling Pharmaceutical Bioexploration in Tanzania (GIBEX),49088,Enabling Pharmaceutical Bioexploration in Tanzania (GIBEX),Rutgers University-New Brunswick,40700,2006-10-10,2006-10-26,2010-05-31,2007-02-01,"Rutgers, The State University of New Jersey, and the University of Illinois at Urbana-Champaign have established the Global Institute for BioExploration (GIBEX) to facilitate pharmacological bioexploration that promotes human health, sustainable economic development, and biodiversity conservation in the developing countries.  Reversing the Flow  concept is a founding principle of GIBEX, which distinguishes it from other international bio-exploration programs. GIBEX does not remove any resources or biological materials from the source countries. Rather, it brings portable, field-deployable pharmacological screens, Screens-to-Nature (STN) technology, and all training associated with its use to the partnering countries. This creates a new paradigm of ethical bioprospecting welcomed by local governments, communities and scientists. This proposal seeks funding for the expansion of GIBEX into Tanzania (University of Dar es Salaam) to create GIBEX-Tanzania (GIBEX-T). Rutgers University and the University of Illinois have well-established relationships with the University of Dar es Salaam and Prof. Mayunga H.H. Nkunya, who will be a Co-PI in Tanzania. GIBEX-T will use STN technologies along with innovative intellectual property protection, industrial partnership and entrepreneurship strategies to build sustainable infrastructure for natural product-based pharmaceutical discovery, development and manufacturing in Tanzania, directly targeting the needs of their people.",1003768,Funded,3768-06,0017000001LSVokAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Sustainable Engineering Co-Laboratories: Designing Products the Developing World Wants and Can Profit From.,50000,Sustainable Engineering Co-Laboratories: Designing Products the Developing World Wants and Can Profit From.,California Institute of Technology, ,2006-10-10,2006-10-28, , ,"Loss of natural habitats and biodiversity, encroachment of humans into natural disaster prone areas, environmental pollution, disease and hunger, these are problems of the developing world in search of long-lasting solutions.  These problems are complex, financial assistance alone has been unable to provide sustainable solutions. Some approaches, such as corp. volunteering, require costly travel to unsafe areas, others on the creation of  proxy  customers, idealized forms of third-world subjects for which solutions are engineered. Social responsibility happens when people take part in the discussion to solve their own problems.  We propose an engineering co-laboratory, a participatory process to find solutions using product design concepts to create sustainable local businesses which can achieve long-term alleviation of poverty related problems.    Local engineering students conduct key steps in the design process, such as marketing focus groups, cultural research, materials availability, in-country production cost analysis. Full participation creates opportunities for self-quest and brings a deep awareness of self-worth. This approach combines a sense of authority with power sharing, co-creating a culture of technological and social change. The co-laboratories include stream videoconferencing, telephony, web-based group discussions and a final face to face meeting. The object is to make this connection in a reproducible way, so that members of the tam can both better serve their end customers, real human beings living in rural villages as well as to derive benefits for their education in the era of globalization such as : a) social awareness, b) environmental responsibility including sustainable development, c) multi-culturalism.",1003771,Not Accepted,3771-06,0017000001LSWAMAA5,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
"Development of Cement Product for Heavy Metal Containment, Mongolia",49925,"Development of Cement Product for Heavy Metal Containment, Mongolia",Ohio Northern University, ,2006-10-12,2006-10-26, , ,"This project will build on relationships established and nurtured by the PI and Co PI over the past decade among Mongolian University for Science and Technology (MUST), South Dakota School of Mines and Technology (SDSMT), and Ohio Northern University (ONU).  Bruce Berdanier and MR Hansen have been collaborating for several years on research for heavy metal containment and ultimate disposal in cement mortars and concrete while working with professors and students at MUST, SDSMT, and ONU to develop international research and service opportunities.   The NCIIA Sustainable Visions project for Erdenet, Mongolia will build on these relationships to initiate the development of a new product that both solves the technical environmental issues currently caused by the unregulated dumping of waste sand slurries laden with heavy metals from the processing of copper ores and creates a marketable building product using local materials that can be used widely in a developing economy.      Carbon Nanotube (CNT) technology currently being developed at SDSMT could be ideally suited to develop a new cement mortar product that improves the performance characteristics of concrete while encapsulating residual heavy metals contaminating the waste sand.  Testing of the application of CNT on cement mortar performance characteristics will be jointly performed at SDSMT and MUST.  Further, evaluation of hazardous waste containment capabilities of the CNT cement mortar will be conducted at ONU using the Total Characteristic Leaching Procedure (TCLP). Graduate research will be initiated at SDSMT to evaluate the surface chemistry developed by the CNTs in the cement mortar.     ",1003781,Not Accepted,3781-06,0017000001LSVwKAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
CPC-Optimized Low-Cost Solar Heat Water Pasteurizer,49774,CPC-Optimized Low-Cost Solar Heat Water Pasteurizer,Clarion University, ,2006-10-12,2006-10-27, , ,"This proposal is a collaborative effort between Clarion University, Denkenberger Consulting, and the Society for the Underprivileged (SUN) in India. It seeks support for experimental studies guided by computer simulations to optimize solar hot water pasteurizer designs to create a marketable device to provide inexpensive safe drinking water. We will greatly decrease the cost of the device by utilizing novel heat exchanger designs and increasing the incoming solar flux by utilizing a compound parabolic concentrator (CPC), which concentrates the maximum amount of radiation on a planar receiver allowed by the laws of thermodynamics. While in continuous communication with the three partners, this grant will enable Clarion University to provide modeling support, integrate a focused full service-learning project into physics courses, and construct the initial prototypes. Denkenberger Consulting will construct a testing apparatus to optimize the performance of the device. Then SUN will begin manufacturing and selling the pasteurizers in India. The first demonstration project will be to integrate the pasteurizer into Project Life Line (Jeewan-Dhara) which consists of a housed bore well to provide water directly for clothes washing and wash rooms for women workers and potable water (post pasteurizer) for the laborers on site and their domestic requirements. Overall this project will develop a marketable and reproducible method of providing village-scale pasteurized water using only solar energy. Additional benefits include increasing local employment, women empowerment, decreasing water-borne illness, and improving the local economic standing of those living in poverty in the region.",1003782,Not Accepted,3782-06,0017000001LSVH3AAP,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
National EPICS Support for New Programs,49995,National EPICS Support for New Programs,Purdue University-Main Campus, ,2006-10-13,2006-10-30, , ,"Undergraduate students in engineering need more than just a solid technical background. They are expected to interact with people of varying backgrounds, disciplines and cultures. In the emerging global economy, graduates are being asked to work on global teams addressing global challenges.  Meeting these needs will require engineers to become more innovative and adaptable to thrive in the global economy.   Students need educational experiences to develop the skills to meet these challenges.      While educators provide environments that prepare for life as engineering professionals, not-for-profit organizations increasingly rely upon technology to deliver services. They often do not possess the resources to acquire, design and maintain technological solutions that can increase their capabilities.      EPICS (Engineering Projects in Community Service-Learning) creates a learning environment that meets these needs. Undergraduates earn credits for contributions to long-term, team-based design projects that deliver innovative, technology-based solutions. The continuity, technical-depth, and disciplinary breadth of teams enable innovative designs of significant benefit developed and delivered to the local community.      Four University EPICS sites envision programs attracting younger generations to project-based service-learning. NCIIA s support will offer funding for cross-university collaborations and will leverage a $1.5 million federal grant to connect the university programs to high schools creating a pipeline of innovation from high school to graduate.   These funds allow the EPICS universities to create links, enabling collaboration of expanding programs and additional opportunities to students.      ",1003783,Invited Resubmit,3783-06,0017000001MBMb3AAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Illuminating the Network: Developing a Renewable Energy Directory for Commerce and International Development,49875,Illuminating the Network: Developing a Renewable Energy Directory for Commerce and International Development,University of Colorado at Boulder, ,2006-10-16,2006-10-27, , ,"This Renewable Energy Directory (RED) Project will serve the global renewable energy (RE) industry and RE consumers by developing and hosting an informational website, a company directory website and by publishing and distributing an international RE directory through the Manna Energy Foundation and in conjunction with University of Colorado, Engineering for Developing Communities and University of Texas, McCombs School of Business. The revenue generated by these activities will be used to fund and execute charitable missions to establish RE infrastructure and local entrepreneurial enterprises in impoverished areas around the world, beginning with Muganero, Rwanda, with the goal of improving quality of life. Student interns from both the University of Colorado and the University of Texas will be involved in all stages of the project from Project Development to actual international Renewable Energy Projects in Rwanda.",1003785,Final Review,3785-06,0017000001LSW2dAAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Siberian TechnoPark,50000,Siberian TechnoPark,New Jersey Institute of Technology, ,2006-10-16,2006-10-27, , ,"Akademgorodok, the suburb of Novosibirsk where Novosibirsk State University is located, was announced as the proposed location for a Russian federally-funded technology park. However, the Russians have little experience with Western-style  technology parks . Locally, the residents fear that the project will be taken over by Moscow developers, who will transform their wooded suburb into luxury high-rise apartments and a casino, while diverting resources from the incubators, labs, and other facilities which might actually encourage technology commercialization and regional economic growth.   New Jersey Institute of Technology, in Newark, NJ, is home to the largest small business incubator in the state of New Jersey, and is an anchor of the University Heights Science Park. NJIT has particular expertise in how business incubators and science parks should work.   In May 2006, NJIT s School of Management and Novosibirsk State University s School of Economics entered into an agreement in principle to engage in cooperative research and scholarly exchange. As part of this cooperative effort, NJIT would like to share its expertise in incubators and science parks with NSU and SORAN (The Siberian Branch of the Russian Academy of Sciences), in an effort to help them make the Technopark more effective.   The NCIIA grant will be used to implement an exchange program focused on assisting Novosibirsk in learning the management of a technology based business incubator.  The proposed program will involve support travel to Novosibirsk, research on local small business and innovation conditions in Novosibirsk, visits of NSU faculty to NJIT, and seminars in each location.",1003786,Final Review,3786-06,0017000001LSW8QAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Small-scale Fuel Alcohol Production to Meet University Energy Needs and Promote Regional Sustainable Development,49617,Small-scale Fuel Alcohol Production to Meet University Energy Needs and Promote Regional Sustainable Development,Iowa State University, ,2006-10-16,2006-10-27, , ,"Across the world, energy is essential not only for meeting individuals' needs, but also for the operation of our universities which benefit the world through contributions to human development.  To address the energy needs of a particular university, a student and faculty team from Iowa State University and the Federal University of Viçosa (UFV), Brazil, has collaborated to develop models of the current and proposed renewable energy systems at UFV.  From this collaborative research, a local, distributed fuel ethanol production system from sugarcane has been selected as a sustainable and attainable course of action to aid UFV as it works toward energy sustainability.  The goal of this proposed project is to develop small-scale, distributed ethanol production systems in the context of closed-loop, diversified agricultural production systems.  Specific objectives are to (1) innovatively design and build appropriate biomass combustion, fermentation and distillation systems for low-income agricultural producers, (2) use systems-level economic and life-cycle models to analyze the effects of such technologies on regional sustainability factors, (3) investigate the applicability of small-scale ethanol production technology to the developed world as well as the developing world, and (4) provide hands-on learning experiences that students can learn how to make informed decisions and engineering judgments about the sustainability of biorenewable production systems.  The technology and systems analysis models from this project will be generally applicable to both the developing and developed world to promote renewable energy and sustainable economic development in regions with small-scale producers with low capital investment capabilities.",1003788,Final Review,3788-06,0017000001LSVnDAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Twist Release Hydrokinetic Energy Harvesting,49946,Twist Release Hydrokinetic Energy Harvesting,University of Pittsburgh-Pittsburgh Campus, ,2006-10-18,2006-10-30, , ,"A technology gap in the available means to generate electricity from a fast flowing, low head river has been identified. It can be shown with a relatively simple engineering analysis that adaptations of existing high head methods to this scenario are unlikely to be effective; an entirely new paradigm is required. Development of a novel approach, the twist release design, is proposed. Two twist release design strategies will be investigated: (1) application of direct energy harvesting with electroactive materials, and (2) application of intermediate mechanical energy harvesting with traditional materials. The result will be the creation of prototypes appropriate for hydrokinetic energy harvest, where this resource is rich and untapped, and the proposed effort will directly benefit the revitalization efforts of a specific ageing steel town, and subsequently adapted for communities world wide.",1003795,Not Accepted,3795-06,0017000001MBMT1AAP,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
"Design and Implementation of Curricula for Collaborative Development and Economic Empowerment across Disciplines, Institutions, and Cultures",50000,"Design and Implementation of Curricula for Collaborative Development and Economic Empowerment across Disciplines, Institutions, and Cultures",Grand Valley State University, ,2006-10-18,2006-10-27, , ,"The goal of this project is to develop and nurture an interdisciplinary, cross-institutional, cross-cultural educational program for Collaborative Development and Economic Empowerment in Estelí, Nicaragua, The CDEE program will teach the interdisciplinary tools needed to develop economically viable applied technology entrepreneurial initiatives that draw on local resources and can help in local poverty alleviation. We will leverage a partnership between faculty and students in several disciplines at four institutions, two in Nicaragua and two in the United States. The thrust of the effort will be collaborative process and curriculum development that draws on strengths and skills from the contributing partners to ensure cultural congruity and effectiveness. This collaboration will launch cross-cultural student teams to identify and develop markets, partners, and technology for entrepreneurial ventures in Nicaragua, utilizing Nicaraguan materials and skills. The program will serve as a model for faculty and student collaboration across institutions and countries. This represents a new model for engineering and technology development projects in the developing world.",1003796,Not Accepted,3796-06,0017000001LSVpNAAX,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Small Scale Hydropower Businesses in Rural Honduras,48720,Small Scale Hydropower Businesses in Rural Honduras,Baylor University, ,2006-10-18,2006-10-27, , ,"An NCIIA Sustainable Development Grant is sought to facilitate research on methods of generating electric power suitable for the rural villages of developing countries by using small scale hydropower and for sustaining these methods through innovative entrepreneurial initiatives.  A technologically appropriate, environmentally benign hydropower system will be developed and installed in a Honduran village as a prototype and proof of concept.  Business plans will be developed for both a micro-power company located in the village and a manufacturing company located in a nearby urban center.  By establishing this prototype micro-power company, the parameters over which these businesses will be self-sustainable and market deployable will be determined.  The proposed project has significant and probable potential to reduce poverty globally by improving the health, education, and economic burden of rural people while simultaneously generating two types of scalable entrepreneurial opportunities.",1003798,Not Accepted,3798-06,0017000001LSVn4AAH,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
Sustainable Manufacturing in Kenya: Collaborative Design of an Agricultural Utility System,50000,Sustainable Manufacturing in Kenya: Collaborative Design of an Agricultural Utility System,Pennsylvania State University-Main Campus,47900,2006-10-19,2006-11-16,2012-04-30,2007-01-01,"The quality of life of subsistence farmers around the world is impacted by many factors one of which is the availability of affordable and appropriate agricultural tools.  Such tools are needed to assist low income farmers in increasing their productivity.  The goal of the project is to design a utility system to allow subsistence farmers in Kenya to employ such tools for their intended use.  The tools will include: water pumps, electric generators, posho mills, decorticators, tillers, and power tools.  The system is to be transportable and each tool will be powered by the same source.  A secondary goal is to develop curricula and materials to train rural entrepreneurs in developing and writing simplified business plans for micro-finance loan applications from the private and public sectors.  A final goal of the project is the employment of local artisans, using local materials, for the fabrication of the system.",1003804,Funded,3804-06,0017000001MBMSkAAP,a2C39000002zYsyEAE,01239000000Ap02AAC,The Lemelson Foundation
